srcid,Q1,Q2,Q4,Q6a,Q6b,Q6c,Q6d,Q7a,Q7b,Q7c,Q7d,Q7e,Q10a,Q10b,Q10c,Q10d,sDevType,sOSName,gender
867,2,19,5,4,1,4,3,3,2,4,2,2,2,2,2,2,0,8,2
218,2,16,1,2,3,2,3,3,2,3,2,2,4,4,4,4,1,6,1
1366,4,1,2,1,5,5,1,1,1,2,1,1,4,5,4,2,1,6,2
2020,2,19,1,-98,3,-98,-98,1,1,2,1,1,2,-98,2,2,2,1,2
88,2,5,1,2,2,2,2,1,1,2,2,1,4,4,4,2,0,12,1
1216,4,1,-98,1,1,1,1,1,1,1,3,1,1,4,4,1,1,1,2
468,2,11,4,3,3,3,2,3,3,3,3,2,2,5,4,2,0,12,2
1640,4,1,3,3,3,3,3,1,1,1,1,1,2,2,2,1,0,12,1
629,2,11,4,3,3,2,2,1,1,1,1,1,2,1,2,1,1,6,2
2031,4,35,3,1,2,3,2,3,2,1,3,1,4,4,4,2,0,8,1
807,3,-98,-98,1,1,1,1,4,1,4,4,4,4,2,2,5,1,1,1
2471,2,11,3,1,1,2,2,2,2,3,3,2,2,2,2,2,1,6,2
926,4,16,4,1,1,3,2,1,2,4,4,3,1,2,2,1,1,1,2
1306,3,35,4,3,2,1,2,2,2,1,2,1,4,2,4,2,1,6,1
1958,4,11,4,2,2,2,2,2,1,1,2,1,2,2,4,2,1,6,2
170,2,-98,3,3,3,4,2,3,2,2,3,3,4,4,4,2,1,1,1
116,2,1,3,4,3,3,4,1,1,2,3,2,2,2,2,1,1,6,1
292,2,12,1,3,4,3,3,1,1,1,3,2,2,2,4,2,0,12,2
1281,4,13,1,2,2,3,3,2,2,2,2,2,4,4,4,2,1,1,1
2064,2,33,1,3,2,3,3,3,2,2,3,3,4,4,2,1,1,6,2
344,2,1,4,5,2,3,3,3,3,2,4,2,4,4,4,4,1,1,1
2465,2,-98,-98,4,4,4,4,3,3,3,3,3,5,5,5,4,1,6,2
653,2,11,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,5,5,2,1,6,2
1983,2,5,1,4,2,4,3,3,2,4,3,2,4,2,2,5,1,6,2
690,4,1,1,3,3,2,2,1,1,1,1,1,1,4,4,1,0,1,2
883,5,13,3,4,5,3,4,1,1,1,2,1,2,2,2,2,2,1,2
791,4,1,5,2,5,3,1,1,1,1,1,1,2,2,2,1,0,12,1
2272,4,11,4,2,2,4,3,3,3,4,4,2,2,4,2,4,1,6,2
1402,4,13,97,3,2,2,3,1,1,1,1,1,2,4,2,2,0,12,1
573,2,13,4,2,2,3,4,3,3,2,3,1,2,2,4,4,1,6,2
1599,2,96,4,4,4,4,3,1,1,4,1,4,4,4,4,2,1,6,2
913,2,4,1,3,4,3,3,3,3,3,3,3,2,4,2,4,0,8,2
1950,2,4,3,4,4,4,4,2,1,2,3,2,1,2,2,1,1,6,2
814,2,-96,1,3,3,3,3,2,2,2,2,2,2,2,2,2,0,12,1
1344,2,13,1,3,3,3,4,1,3,2,2,2,4,4,4,2,1,6,2
154,2,17,3,2,2,2,2,2,2,2,2,2,4,2,2,4,1,1,1
695,5,11,4,1,3,2,2,2,2,2,4,2,4,4,4,2,0,8,2
495,2,13,1,4,4,4,3,4,3,2,3,2,5,4,4,2,1,6,1
2395,1,36,3,4,4,3,4,3,2,3,3,2,4,4,3,2,-1,-1,1
1299,4,27,2,4,5,4,5,3,2,3,3,2,2,2,2,2,1,6,2
756,1,1,3,5,5,5,5,2,1,2,1,2,2,2,1,2,1,6,1
1006,4,19,4,3,4,3,2,2,1,2,2,2,2,5,4,2,0,12,1
821,4,37,4,2,1,2,2,1,2,1,2,1,2,2,2,1,0,8,2
180,2,13,97,2,2,2,3,2,2,2,3,3,4,4,4,4,0,8,1
1955,1,1,3,1,2,3,3,3,2,3,3,3,2,2,2,2,0,7,1
1341,4,20,3,4,3,1,2,1,1,1,1,1,4,1,4,2,0,8,1
1062,4,32,5,3,2,3,3,1,1,2,1,1,4,2,4,4,0,12,2
2466,4,1,4,2,1,2,2,1,2,4,3,1,4,4,4,2,1,6,1
1535,2,13,3,5,3,4,3,2,2,4,2,2,1,5,4,4,0,12,1
516,2,-98,1,2,3,2,5,2,2,3,2,1,2,2,2,2,1,6,2
663,2,13,1,3,2,2,3,2,3,2,2,1,2,5,5,2,1,6,2
189,4,30,3,5,4,4,5,1,1,2,4,3,4,4,2,2,1,1,2
2556,2,96,2,4,5,4,3,4,3,4,4,3,5,5,5,5,0,12,1
1357,2,96,4,3,2,2,2,2,2,1,3,2,4,5,4,2,0,12,2
1520,2,-98,3,4,4,3,3,2,2,3,3,2,4,4,4,2,0,12,2
1848,2,6,1,3,3,3,3,3,2,4,2,2,2,2,4,2,0,8,2
104,4,13,5,5,5,5,5,1,1,1,1,1,1,1,1,1,0,12,1
1807,2,11,3,3,3,3,3,2,4,3,3,2,2,2,2,1,1,1,2
258,2,4,3,5,4,4,3,1,3,2,1,1,2,4,1,1,0,8,1
1563,2,35,4,5,5,2,5,2,2,3,2,2,5,2,2,4,1,1,2
1999,4,11,4,1,1,1,1,1,2,2,2,2,1,2,4,4,0,12,2
178,2,16,3,1,1,2,2,1,1,1,2,1,4,2,4,2,0,12,1
263,2,20,2,4,4,4,4,1,1,3,3,2,1,4,2,1,1,1,2
767,2,-98,-98,2,5,3,3,1,1,1,1,1,2,2,2,2,1,6,1
2487,2,16,5,3,4,2,5,2,2,2,1,1,2,1,4,1,0,8,1
198,2,16,4,3,3,3,3,2,2,2,2,2,2,2,2,2,0,12,1
1423,2,30,-98,2,2,4,1,3,3,2,4,4,2,1,1,4,1,6,2
377,4,19,3,3,5,4,3,2,2,2,3,2,4,4,4,4,1,1,1
95,2,27,-98,3,3,3,3,2,2,3,2,3,4,2,4,4,1,6,2
2417,4,19,1,1,1,1,2,2,1,2,2,2,2,4,2,4,2,6,1
2194,2,11,1,3,3,4,4,3,2,2,2,2,2,4,2,1,0,12,2
400,2,5,3,3,3,4,4,1,2,2,4,2,5,5,2,5,1,1,1
2164,3,20,97,1,1,3,3,1,2,2,4,2,1,1,2,2,-1,-1,1
313,2,36,4,5,3,4,3,2,1,2,1,3,2,4,2,1,0,12,2
2615,2,4,1,3,3,4,4,2,2,3,3,2,2,4,2,2,1,6,2
2523,1,-98,4,4,4,4,4,3,3,2,3,2,2,2,2,2,1,1,2
683,5,16,4,2,2,2,1,2,1,2,4,1,2,4,4,2,1,6,2
143,2,4,1,3,1,3,2,1,1,2,2,2,2,2,2,2,0,12,2
1856,1,11,3,2,4,4,2,2,2,2,3,3,2,5,2,4,1,1,2
242,2,6,3,3,3,3,2,3,3,3,3,3,5,4,4,2,1,6,2
1519,2,13,4,4,3,3,3,2,2,2,2,2,2,4,4,2,0,8,2
684,4,11,3,2,4,2,2,1,1,1,2,1,5,5,5,5,1,6,2
952,2,1,3,2,2,2,2,2,1,2,2,2,4,2,4,1,0,12,2
1353,4,20,3,4,2,4,4,2,2,2,2,2,2,4,2,2,0,12,1
1883,2,30,6,2,3,4,3,2,1,4,3,1,2,4,2,4,1,1,1
726,4,96,4,1,2,2,4,2,3,2,4,1,4,4,4,4,0,12,1
2589,2,16,97,2,3,2,2,2,2,2,2,1,4,4,4,2,1,6,2
342,1,11,1,4,2,3,2,2,3,3,3,1,4,5,2,2,1,1,1
1998,4,11,4,5,5,3,2,4,4,4,4,2,1,4,2,1,0,12,1
2517,2,96,4,4,4,4,5,1,2,2,1,1,2,2,2,4,0,12,1
222,2,1,4,2,2,4,4,3,2,3,3,3,4,2,4,2,1,1,1
782,4,16,4,2,4,2,3,2,2,1,2,1,4,4,2,2,0,12,1
1548,2,14,3,3,2,2,3,2,2,4,4,3,4,4,4,4,1,6,1
1312,2,34,1,3,2,2,2,2,3,2,3,1,2,4,2,4,0,12,1
1888,2,1,4,3,2,3,2,3,2,4,4,2,4,4,4,2,1,1,2
1696,2,16,3,3,3,3,4,1,1,2,2,1,2,4,4,2,1,1,2
783,4,13,3,3,3,4,3,2,2,1,3,2,2,1,2,4,1,6,1
1792,2,-98,97,2,2,2,2,2,2,2,2,2,4,4,4,2,1,6,2
1107,2,13,2,3,2,4,4,1,1,3,4,2,1,2,1,2,0,12,2
1612,4,1,1,4,3,3,3,3,3,2,2,2,2,4,2,4,0,8,1
102,5,11,3,2,2,1,2,2,2,2,3,2,2,4,2,2,1,1,1
384,2,4,-98,3,4,4,4,3,3,4,4,4,1,1,1,4,1,1,1
2196,1,1,3,5,4,4,4,2,4,4,4,3,2,4,2,2,0,12,1
70,4,16,1,2,3,2,2,2,2,2,3,2,4,4,2,2,2,6,2
2076,2,13,2,2,2,3,3,1,2,1,1,1,2,4,4,1,1,6,2
1914,2,4,1,2,1,5,4,4,3,4,4,4,5,5,4,4,0,8,1
1879,4,16,3,1,2,2,1,3,1,2,2,1,1,1,4,2,1,6,2
1864,4,13,1,4,4,4,3,3,2,2,1,2,2,1,2,4,0,8,1
917,5,17,97,2,1,2,2,2,2,2,3,1,2,2,2,2,1,1,1
1616,4,16,3,3,3,2,2,2,3,2,2,3,2,4,4,4,1,1,1
1280,2,11,3,4,4,3,3,2,2,2,2,2,2,4,2,2,1,1,2
1874,2,16,2,4,4,3,2,2,2,3,3,2,2,2,4,2,0,12,2
1459,2,16,3,3,3,3,1,1,1,1,2,2,1,4,4,2,1,6,2
94,4,11,3,1,1,2,3,1,2,3,4,1,2,1,4,2,1,1,1
2066,1,18,3,5,4,3,4,3,2,3,4,3,2,4,2,4,-1,-1,1
815,2,96,3,4,2,3,4,4,3,3,3,2,2,2,4,5,1,6,1
